875	305	284	472	147	794	117	599	450	980	
988	256	323	733	760	272	472	509	168	512	
632	578	546	16	248	357	452	837	680	980	
57	581	367	529	710	507	82	499	389	31	
201	795	762	344	962	882	564	900	555	633	
254	559	394	121	879	2	663	413	254	510	
476	852	578	625	963	371	162	576	577	139	
864	294	354	846	795	732	69	600	293	554	
857	284	282	220	920	84	978	760	299	965	
249	247	462	450	269	290	934	760	903	616	
712	506	894	757	83	653	808	381	417	983	
155	105	650	300	459	368	178	289	260	554	
484	525	251	561	455	284	88	729	320	910	
783	738	807	224	31	116	798	793	409	426	
96	423	557	217	671	202	42	355	681	394	
486	743	939	357	429	140	582	932	196	350	
17	718	536	463	799	981	634	322	299	216	
94	340	505	216	181	579	279	31	480	868	
484	653	309	872	79	941	535	847	979	568	
257	584	154	65	483	182	399	833	264	887	
849	395	943	74	589	418	673	135	834	737	
266	772	955	388	196	348	713	438	744	650	
631	202	671	655	250	509	600	232	864	900	
218	276	104	714	924	685	371	453	186	388	
553	258	323	570	775	517	810	300	647	758	
818	926	601	441	341	580	521	828	214	517	
297	134	61	281	952	310	588	868	115	881	
376	563	883	977	386	407	167	330	854	648	
779	494	403	995	193	956	908	95	648	549	
775	188	810	87	332	949	138	533	144	496	
469	255	867	676	200	261	846	602	667	106	
465	799	773	455	732	745	560	21	516	495	
165	111	849	966	827	912	70	353	405	881	
920	545	90	797	554	70	273	160	448	580	
355	333	51	257	683	663	925	542	628	971	
277	333	611	940	589	746	621	287	818	356	
889	136	60	470	713	492	71	273	565	473	
56	709	392	723	524	480	959	360	990	861	
176	278	807	952	143	675	571	601	703	797	
89	311	655	764	131	528	82	229	480	910	
4	912	886	228	946	660	299	481	49	233	
750	812	985	942	226	953	387	636	187	474	
433	91	899	130	230	444	287	454	558	190	
190	93	910	173	578	786	31	288	226	535	
791	185	686	683	921	99	389	727	662	127	
484	182	484	111	0	212	534	535	798	321	
508	161	40	189	300	168	283	438	209	423	
191	703	955	338	399	636	391	413	889	923	
913	436	96	253	767	707	648	518	415	919	
825	912	148	988	840	663	349	793	882	345	
583	641	587	76	468	27	839	772	884	452	
286	213	547	763	309	550	346	486	66	495	
186	619	880	348	935	889	204	162	930	88	
71	378	337	654	238	228	259	268	310	533	
894	312	948	292	668	60	996	882	758	727	
751	384	87	179	595	925	708	911	182	663	
841	845	130	514	896	470	544	63	111	597	
774	303	767	226	674	417	4	192	380	696	
386	240	935	448	980	823	953	346	547	398	
628	398	813	841	531	136	835	466	800	207	
272	926	773	106	391	184	538	795	284	309	
879	544	158	664	818	976	963	991	595	956	
380	598	62	390	499	530	561	37	203	80	
879	841	686	223	972	837	428	620	578	731	
627	940	187	924	546	239	640	279	59	571	
977	738	144	519	46	919	253	585	630	649	
894	354	853	407	922	600	691	336	392	724	
107	248	313	902	658	738	103	573	73	694	
220	203	443	85	622	305	643	523	586	895	
32	811	350	926	298	137	11	386	66	316	
803	522	405	931	855	153	530	762	156	802	
60	813	23	440	993	28	911	700	116	295	
938	26	416	4	554	966	294	751	449	659	
889	361	795	940	24	852	388	639	627	413	
346	198	50	251	811	816	443	776	346	208	
770	358	446	68	781	347	803	545	353	528	
589	180	767	766	746	436	715	642	512	54	
663	283	392	329	227	953	785	852	728	640	
647	5	341	549	173	20	553	137	704	798	
562	4	782	158	502	164	648	297	503	421	
756	8	932	603	790	132	743	814	375	981	
441	109	774	563	604	807	575	865	970	773	
177	159	210	508	5	783	940	130	731	178	
149	639	575	324	156	478	348	605	789	291	
175	617	758	79	536	419	73	18	340	805	
394	600	919	963	321	88	696	233	353	113	
77	569	146	693	585	42	101	955	419	581	
991	95	937	394	975	317	516	243	994	166	
317	719	71	834	705	74	423	887	225	826	
831	736	309	21	497	546	98	186	728	187	
202	29	11	731	875	159	275	0	378	5	
352	188	513	471	833	98	855	492	779	770	
351	172	349	960	364	454	169	948	123	460	
44	269	137	675	482	727	599	975	196	943	
331	39	867	116	401	141	938	425	1	745	
159	160	835	22	2	457	721	84	169	907	
59	552	715	402	281	153	539	866	948	820	
624	907	126	979	531	933	380	25	224	718	
552	729	65	970	292	111	775	306	172	727	
938	920	771	598	523	194	697	622	56	725	
619	421	336	987	827	591	536	952	474	331	
117	58	763	940	738	903	570	929	236	156	
53	567	956	579	282	182	605	196	529	609	
640	135	75	490	228	224	811	173	881	204	
707	787	463	396	667	706	154	688	678	107	
73	134	13	853	671	195	544	872	217	296	
233	244	170	953	636	883	548	530	997	924	
463	586	496	801	695	93	606	652	328	845	
783	29	861	473	11	127	267	104	205	452	
735	559	274	718	727	826	86	744	663	224	
617	804	522	642	184	998	364	685	238	536	
942	613	517	527	530	580	551	838	199	204	
842	386	887	457	500	55	663	659	370	361	
830	266	215	908	962	315	580	984	912	811	
763	183	482	329	672	417	126	736	682	731	
892	108	190	123	288	102	229	111	297	147	
663	774	657	26	880	166	959	733	114	280	
129	55	691	250	637	512	737	427	50	629	
531	380	274	531	913	325	675	244	631	878	
223	475	230	703	104	277	475	337	960	818	
220	927	928	338	80	455	367	315	591	38	
358	354	770	731	241	367	140	338	136	46	
185	340	767	387	870	620	19	438	249	14	
846	47	418	107	805	292	298	424	368	305	
346	176	457	647	384	22	729	376	158	256	
647	306	148	921	226	882	471	678	602	795	
153	851	769	391	762	526	448	188	791	308	
303	147	275	754	573	653	132	863	105	503	
183	857	0	232	854	573	400	753	385	243	
940	580	291	641	153	607	398	566	592	635	
17	858	878	992	41	597	888	388	622	693	
779	556	360	132	178	674	417	312	593	279	
429	133	474	130	239	472	622	714	701	597	
631	721	744	428	227	553	541	511	867	43	
471	16	893	62	760	56	215	653	797	59	
845	301	42	914	764	493	422	264	536	750	
208	666	539	869	586	665	759	262	829	290	
398	451	142	704	792	806	151	287	797	532	
729	260	163	146	896	836	490	516	343	74	
294	315	150	805	949	447	937	353	154	110	
891	172	953	84	107	924	627	899	694	464	
732	380	725	732	364	471	520	593	683	64	
978	484	497	731	919	494	845	464	964	108	
291	882	870	79	659	589	222	214	752	174	
779	675	414	144	681	356	160	884	977	635	
33	32	456	448	249	875	604	429	794	32	
452	74	788	313	143	682	229	718	48	173	
253	791	193	456	890	174	966	378	607	552	
651	89	42	565	376	980	158	885	683	522	
790	206	423	531	299	236	709	333	728	400	
760	770	723	397	413	95	559	462	794	344	
656	203	926	299	103	142	954	466	799	921	
639	133	407	451	752	359	681	739	32	367	
874	971	79	267	258	896	81	792	942	873	
696	397	837	519	579	824	496	652	415	353	
22	703	573	374	574	566	620	734	294	397	
737	338	507	406	35	65	458	753	300	267	
143	983	973	49	876	505	617	442	853	159	
830	921	641	669	287	733	643	832	221	433	
1	346	142	477	285	554	439	324	355	456	
566	617	690	703	243	339	470	660	905	608	
157	598	47	49	745	54	740	754	781	865	
362	62	636	747	498	0	286	439	944	877	
788	980	840	992	926	890	201	445	123	38	
306	298	49	313	458	683	854	112	124	894	
278	456	91	830	301	248	210	571	943	492	
216	82	798	862	241	689	621	503	320	838	
771	183	76	633	985	58	536	902	295	660	
256	55	308	37	305	778	69	56	384	839	
504	17	766	669	697	661	50	989	589	215	
383	126	621	664	631	483	309	686	64	546	
598	465	647	127	168	450	675	776	748	636	
819	898	177	495	114	892	997	658	777	386	
71	266	718	213	387	377	620	937	21	768	
371	359	329	391	273	980	738	172	489	762	
186	243	707	525	450	510	397	449	18	461	
328	826	891	375	501	835	211	401	82	763	
169	742	792	149	721	256	735	632	554	558	
740	807	430	390	937	249	234	589	989	258	
511	701	303	235	993	598	917	97	814	681	
753	482	224	920	47	789	582	970	96	385	
504	437	571	278	266	845	92	812	795	133	
117	913	502	499	692	455	976	400	461	397	
347	112	530	756	11	559	864	749	152	165	
580	689	827	676	134	145	748	703	916	639	
979	717	778	533	749	766	721	845	257	189	
710	272	236	151	772	539	938	787	52	102	
710	266	644	743	652	153	125	439	133	12	
850	371	58	790	54	606	749	439	773	445	
140	476	782	555	871	45	231	693	837	603	
426	985	970	721	831	963	227	316	553	560	
253	918	725	863	890	439	336	452	733	245	
393	510	817	182	575	676	149	995	124	68	
355	720	650	900	450	1	221	445	384	791	
273	508	67	282	373	954	450	929	25	455	
439	401	588	746	296	635	65	132	470	65	
826	959	798	953	933	649	103	602	214	501	
610	839	382	43	113	763	715	166	65	164	
600	367	873	914	526	840	240	33	306	556	
202	270	641	877	52	295	794	630	920	46	
747	427	747	134	591	597	893	38	438	234	
488	455	389	772	477	49	303	928	203	523	
596	875	985	186	802	552	894	841	529	613	
631	106	843	967	753	756	852	130	416	582	
854	110	751	219	192	550	961	398	176	363	
783	351	847	848	426	414	236	391	220	864	
283	661	162	121	527	81	941	425	965	970	
890	585	204	730	78	583	194	717	309	736	
400	711	773	942	745	605	871	42	31	322	
278	812	207	669	482	913	446	409	511	731	
43	278	794	567	958	942	44	12	818	586	
171	704	320	221	13	359	292	337	702	486	
971	185	203	236	301	135	527	98	480	111	
15	445	205	276	882	74	983	346	811	681	
336	835	769	661	46	125	766	307	31	68	
735	112	769	36	716	864	574	922	737	317	
133	492	892	973	187	789	336	599	300	990	
425	871	797	209	529	760	780	640	650	897	
587	422	60	155	296	147	425	298	648	190	
288	466	910	374	167	900	734	474	381	272	
399	370	55	269	328	821	609	640	490	660	
631	650	591	855	268	797	889	542	826	311	
390	699	91	232	402	263	753	145	901	353	
209	637	927	198	757	205	601	309	441	38	
766	299	798	957	291	887	150	247	42	390	
231	322	509	505	564	560	969	877	680	109	
824	980	516	334	996	170	402	180	833	451	
427	642	130	115	359	619	175	174	539	808	
414	609	376	385	263	336	857	953	596	386	
100	759	416	42	965	258	343	431	752	572	
319	854	702	699	334	422	641	380	348	900	
235	968	122	568	580	196	451	680	859	636	
730	940	519	8	900	290	494	561	935	571	
221	933	131	189	673	481	752	210	862	551	
921	385	542	545	448	84	284	396	185	394	
729	392	979	141	559	175	812	310	773	188	
132	632	810	918	654	962	717	749	458	921	
52	389	86	246	731	609	599	491	280	961	
122	396	61	798	111	804	965	685	1	517	
443	107	991	172	103	360	351	44	714	359	
219	746	668	557	580	465	580	256	479	503	
16	810	765	743	21	382	127	961	369	674	
90	695	183	773	495	665	876	267	462	371	
280	350	732	557	982	592	450	323	367	607	
921	583	291	504	626	252	674	767	651	92	
987	845	783	692	875	739	324	797	952	750	
771	711	534	859	84	442	690	205	57	5	
877	805	683	178	491	474	530	409	428	65	
537	125	155	614	328	420	133	740	551	474	
812	329	679	432	797	742	827	705	535	981	
535	686	326	19	920	186	422	97	612	464	
587	414	35	508	864	271	286	159	615	609	
479	815	289	933	825	734	198	182	442	866	
687	912	334	213	505	441	13	414	709	852	
320	32	263	739	88	833	923	509	528	21	
175	665	268	156	101	130	162	649	63	83	
103	125	664	629	749	732	872	54	508	190	
400	628	647	328	535	227	800	676	796	435	
703	182	941	21	847	281	320	663	489	42	
224	911	844	202	339	940	317	450	689	563	
876	290	823	257	128	402	220	84	740	829	
531	255	537	955	243	277	230	422	372	381	
382	375	483	615	233	729	471	527	421	478	
653	999	750	938	265	906	147	597	406	542	
635	68	600	889	304	410	680	360	204	563	
567	308	961	945	678	477	693	787	406	475	
757	690	732	651	993	574	831	919	97	625	
381	394	374	314	754	594	820	524	123	919	
174	368	338	106	659	113	851	265	576	974	
910	515	30	861	166	63	861	86	513	282	
680	566	705	384	75	773	939	338	747	338	
109	161	246	717	701	850	219	605	544	3	
466	571	801	549	790	295	626	570	770	114	
887	152	683	260	673	583	484	334	681	424	
991	954	982	551	683	706	96	250	697	447	
806	506	572	307	317	585	368	896	825	300	
369	978	185	564	431	451	318	320	41	566	
397	101	840	78	822	576	213	647	779	659	
694	565	420	150	333	125	50	576	169	704	
443	103	697	679	991	956	798	179	176	946	
648	20	87	256	284	13	908	517	725	533	
893	372	121	649	908	264	813	952	946	578	
379	520	664	384	490	503	8	640	967	84	
751	606	835	999	638	882	469	894	561	141	
34	338	704	254	666	522	524	504	541	398	
300	590	29	278	640	578	645	884	293	873	
898	638	819	931	362	953	59	682	547	923	
302	545	652	792	826	880	97	304	565	781	
739	54	599	716	159	979	563	138	521	4	
22	783	936	682	123	346	147	81	479	233	
212	667	689	777	252	997	531	699	495	250	
223	32	258	959	844	6	890	992	56	779	
638	729	27	137	128	814	681	299	504	31	
144	751	10	758	482	212	433	579	141	334	
484	914	802	448	175	371	995	378	885	979	
784	3	677	137	955	880	906	308	707	29	
744	666	118	859	724	892	947	483	491	609	
167	282	998	447	733	550	732	761	827	624	
888	438	147	338	13	62	112	827	479	962	
458	496	804	68	427	590	755	669	850	13	
419	374	936	447	519	601	794	41	96	49	
6	249	652	767	745	801	486	479	384	971	
830	946	622	990	315	996	605	847	45	217	
464	947	64	844	665	604	302	424	655	258	
364	139	778	92	8	360	986	968	561	652	
548	407	791	722	694	52	605	195	150	943	
549	264	494	525	810	506	690	474	987	333	
565	953	559	847	816	707	868	511	709	438	
165	220	500	944	739	892	372	253	162	391	
140	597	64	370	449	938	129	992	467	648	
455	574	204	741	169	510	608	211	921	582	
27	68	386	345	488	958	593	119	622	415	
171	993	472	938	704	464	812	706	958	686	
35	127	897	460	291	191	306	142	530	206	
630	996	556	737	8	634	879	72	585	131	
845	154	975	857	1	965	356	0	797	838	
696	420	324	550	818	208	980	198	779	976	
78	396	843	313	880	886	744	911	930	710	
492	792	17	343	846	592	865	855	220	571	
126	902	600	242	916	198	800	24	997	147	
859	460	867	124	648	389	87	907	233	449	
481	242	401	494	545	414	753	252	390	888	
577	602	485	721	925	184	444	526	205	253	
967	213	978	491	866	911	446	680	232	287	
276	966	260	209	480	997	343	286	359	806	
721	55	714	811	835	608	87	422	196	632	
937	72	90	829	729	179	163	917	716	474	
413	234	367	935	115	262	137	661	593	672	
720	279	122	685	999	56	871	202	126	421	
579	713	746	256	765	987	399	854	734	709	
715	659	692	517	700	508	246	455	165	910	
680	539	589	69	745	49	881	720	27	400	
851	555	123	451	394	644	130	398	972	291	
139	959	546	419	334	928	627	54	740	252	
595	0	492	880	645	562	629	292	815	90	
469	586	693	417	706	94	720	910	591	334	
57	17	825	285	553	74	179	978	426	387	
38	758	307	19	189	246	264	893	864	734	
105	752	102	239	12	584	561	601	109	325	
757	93	29	474	130	940	696	241	498	276	
307	77	932	485	958	424	898	678	215	342	
960	798	295	889	102	23	633	310	808	805	
24	993	276	224	352	317	204	590	712	134	
300	150	174	370	870	584	515	733	716	240	
729	708	782	84	82	981	381	468	539	605	
455	410	937	618	764	306	490	954	856	3	
880	339	402	719	857	732	651	616	259	67	
548	19	966	705	314	369	633	644	51	51	
642	388	861	295	937	200	572	473	300	705	
245	891	560	734	514	895	350	74	661	780	
780	75	959	664	246	796	659	533	197	326	
31	815	783	98	203	516	350	875	326	581	
333	874	653	837	657	33	692	847	341	291	
706	917	216	844	560	542	586	893	507	863	
333	539	906	54	729	321	618	466	355	75	
80	279	534	749	478	601	386	314	658	999	
444	497	411	42	478	685	694	582	929	588	
200	288	145	627	604	624	944	392	520	249	
901	832	699	775	846	762	241	816	739	955	
170	566	205	715	56	276	95	584	208	967	
612	994	203	679	817	534	181	334	820	95	
749	304	558	778	15	996	837	633	582	522	
789	467	190	557	95	489	273	451	602	588	
151	906	970	133	564	13	310	805	269	856	
142	198	267	784	597	609	827	430	3	994	
725	166	918	658	948	699	747	43	277	734	
615	273	611	398	731	246	986	674	895	278	
467	45	925	149	80	176	674	622	209	55	
73	693	549	301	57	935	413	817	23	817	
477	237	527	654	644	932	783	325	991	453	
156	930	345	853	578	612	157	913	990	943	
967	404	398	331	56	958	675	540	56	686	
414	467	329	946	809	741	42	324	711	275	
521	782	222	266	509	954	972	235	514	67	
520	534	414	40	794	650	60	506	326	544	
87	412	637	97	177	482	245	677	868	341	
562	982	337	502	532	692	0	345	371	347	
823	581	320	185	62	241	470	148	570	721	
569	387	912	584	270	796	21	648	627	670	
620	848	8	784	623	325	838	146	665	981	
735	258	340	344	223	58	462	151	865	535	
642	18	581	38	748	588	656	562	909	882	
596	529	368	428	954	999	611	907	437	163	
554	908	953	729	976	579	140	840	368	331	
811	973	988	757	544	367	11	832	763	684	
544	264	103	660	849	226	159	397	725	238	
168	646	449	894	608	505	229	991	295	122	
570	205	69	69	439	635	725	7	389	979	
488	363	519	283	877	768	606	105	919	425	
436	793	951	797	407	268	444	8	481	851	
689	26	829	916	94	182	412	60	929	494	
769	254	190	245	10	67	188	157	617	26	
851	819	641	610	483	415	452	614	902	880	
236	144	400	271	873	169	38	586	979	543	
510	661	313	832	621	964	313	151	158	500	
128	437	569	690	820	673	307	132	880	539	
581	743	584	957	55	945	702	923	678	536	
796	237	667	938	683	754	998	367	843	944	
915	995	660	273	852	672	573	607	975	180	
187	908	9	903	268	787	819	200	52	627	
788	272	407	237	72	359	512	12	928	749	
906	797	201	748	165	567	401	76	620	676	
351	623	140	912	411	647	615	538	942	252	
162	825	771	178	243	512	318	250	168	925	
251	624	620	935	234	389	635	302	850	198	
800	319	148	357	244	696	706	710	610	289	
447	685	473	12	720	694	786	670	932	77	
290	534	432	951	298	221	614	920	261	559	
758	246	74	81	85	342	739	731	206	814	
821	689	671	915	233	780	429	636	706	726	
826	830	488	438	629	442	68	928	947	172	
277	601	150	717	522	681	963	906	369	746	
919	358	704	865	796	422	122	674	849	804	
492	105	456	639	872	262	469	721	410	968	
923	40	113	325	904	17	576	248	356	210	
614	725	782	726	66	818	248	287	859	566	
628	751	288	870	287	695	291	117	965	396	
227	428	237	22	474	42	670	3	556	782	
922	244	689	211	658	982	837	419	531	188	
598	47	575	939	53	726	399	790	97	444	
63	523	240	268	202	981	32	161	184	515	
365	690	861	66	547	237	108	710	831	485	
459	871	529	38	193	817	941	784	646	780	
610	402	938	142	57	858	905	309	962	346	
948	378	565	789	451	98	181	626	851	870	
681	935	162	678	349	714	147	50	150	565	
430	121	653	712	854	741	406	971	746	766	
714	516	92	326	66	534	982	598	244	227	
535	711	443	866	312	19	954	508	563	980	
769	460	462	869	555	582	844	24	135	490	
133	712	166	616	672	81	133	789	358	116	
203	911	272	159	524	14	123	436	744	644	
963	937	774	270	766	608	149	547	331	376	
212	5	627	571	239	149	974	577	917	60	
953	110	489	807	799	359	686	522	357	235	
390	833	331	463	492	971	679	594	697	864	
668	699	188	212	491	832	53	108	144	968	
692	721	529	794	269	834	315	136	39	175	
390	391	765	884	41	320	605	642	312	844	
503	348	365	42	504	216	606	117	536	509	
558	85	312	860	853	290	216	170	716	832	
120	628	836	871	245	788	703	179	679	308	
626	508	145	304	168	974	256	297	626	115	
279	158	518	511	290	670	774	245	738	780	
291	705	513	250	161	85	246	402	780	0	
403	864	587	803	93	595	213	974	588	838	
57	579	916	122	490	512	722	983	683	211	
979	426	23	225	994	745	68	664	80	765	
505	886	585	79	245	778	164	342	330	41	
299	400	643	627	581	255	865	335	360	806	
516	500	587	820	592	618	386	992	414	680	
403	782	197	695	849	432	192	79	606	689	
745	321	311	182	206	213	843	438	732	908	
540	787	522	560	945	537	71	19	171	279	
526	733	302	540	176	730	10	508	98	420	
939	35	681	709	894	25	420	119	78	270	
338	911	485	216	27	671	174	338	995	316	
179	535	580	23	602	456	922	975	702	299	
181	879	883	341	987	548	209	712	197	427	
629	216	395	936	4	786	369	177	666	847	
60	308	363	560	296	815	167	970	76	703	
443	436	665	370	197	822	438	400	0	596	
295	119	809	691	7	327	561	604	732	255	
13	871	658	781	562	97	939	739	61	777	
741	792	106	727	156	332	378	950	274	40	
667	509	20	477	203	904	975	877	740	876	
75	215	79	314	110	270	202	763	84	260	
620	598	646	179	218	854	736	877	123	759	
896	692	193	386	451	380	129	87	26	592	
941	754	670	898	463	569	895	223	593	813	
619	906	147	944	517	712	357	902	636	644	
165	535	398	796	451	803	285	772	411	31	
816	161	987	31	101	513	734	820	422	536	
168	680	977	574	683	816	708	456	289	602	
25	643	211	54	271	241	665	514	689	197	
307	248	698	793	288	139	497	98	500	970	
562	858	943	668	901	454	540	773	35	689	
368	88	990	409	468	421	464	665	947	908	
215	799	416	275	415	838	138	917	65	759	
569	788	347	283	590	488	447	108	766	864	
240	909	528	904	859	918	879	996	91	389	
993	20	191	554	465	976	944	402	418	78	
21	966	485	225	737	124	901	29	448	158	
145	465	693	58	897	467	504	371	357	394	
959	181	155	56	722	734	295	702	651	803	
664	509	430	25	600	330	621	142	483	514	
815	598	428	903	530	530	885	601	414	870	
622	24	572	794	136	560	991	515	874	62	
66	43	763	507	899	535	697	871	46	543	
138	879	772	715	641	602	509	235	91	73	
548	584	58	317	291	426	225	557	263	834	
745	456	716	105	956	471	580	231	297	407	
60	288	944	166	552	165	542	707	320	231	
698	451	19	281	856	962	11	263	902	407	
808	529	886	307	754	188	372	746	169	915	
192	291	800	18	174	589	770	668	396	386	
114	325	11	553	641	562	642	438	948	167	
927	645	212	505	79	599	259	174	257	548	
211	218	678	130	401	588	451	4	514	543	
434	134	436	5	454	296	616	89	846	250	
855	988	251	448	907	963	773	501	775	694	
211	500	257	604	18	788	391	69	217	676	
720	176	626	400	525	511	34	475	152	128	
565	390	571	789	644	631	99	237	992	277	
7	292	188	867	940	905	446	691	227	983	
102	973	637	87	978	728	549	995	953	592	
303	541	471	177	168	545	760	955	6	497	
424	214	585	32	794	320	435	249	0	517	
596	833	555	974	288	322	699	845	141	361	
457	487	367	258	667	419	878	754	144	747	
996	206	565	321	303	890	991	940	230	364	
385	970	42	339	144	95	10	298	501	111	
787	961	451	945	487	574	531	950	630	823	
388	584	907	963	342	933	953	826	857	678	
125	579	881	11	573	365	325	234	217	263	
64	304	209	595	423	622	120	312	173	391	
512	680	44	74	661	666	956	643	414	249	
57	895	465	52	200	392	894	830	673	85	
872	529	876	61	823	279	517	349	265	202	
674	625	74	933	711	840	257	578	879	299	
566	781	678	358	137	240	789	656	868	569	
350	824	940	545	88	976	668	14	461	63	
234	499	618	554	494	102	878	74	240	259	
783	772	913	31	626	244	109	504	905	835	
288	91	170	964	775	285	661	201	480	246	
870	643	348	595	628	642	411	763	153	146	
161	405	76	494	960	520	691	601	126	498	
468	755	641	197	302	728	968	95	755	680	
227	337	713	74	542	178	762	306	161	868	
32	829	188	8	437	154	66	518	554	116	
243	944	438	493	807	63	266	445	959	149	
266	76	502	701	614	52	528	536	578	58	
241	890	827	774	497	660	51	928	823	515	
479	422	364	696	511	692	898	153	701	83	
197	225	130	613	824	132	245	840	562	789	
909	129	306	211	506	35	881	553	535	319	
984	677	850	22	634	676	118	478	419	844	
905	553	744	393	482	540	177	172	702	414	
749	425	555	312	477	736	388	844	371	943	
542	552	460	622	938	61	276	867	197	771	
569	494	756	872	907	95	964	361	706	583	
664	391	200	229	284	886	32	282	450	306	
80	918	467	179	627	253	137	858	594	388	
882	748	476	145	487	231	603	602	950	139	
481	572	469	491	107	583	904	460	181	879	
716	397	430	935	205	239	790	81	421	70	
669	889	582	377	197	587	218	695	994	18	
89	891	505	794	35	377	207	936	958	361	
596	545	866	572	159	512	851	564	876	676	
423	601	124	385	745	649	947	294	957	272	
855	279	228	496	239	123	403	354	547	873	
191	942	571	743	467	88	11	235	542	475	
581	981	591	154	431	492	714	813	406	720	
527	73	739	921	489	19	5	182	500	366	
719	272	387	882	868	152	673	680	576	822	
846	852	225	228	564	146	838	122	643	140	
415	771	178	618	741	544	726	619	890	739	
840	996	628	847	298	583	174	134	986	189	
760	291	907	366	57	329	264	864	138	323	
418	463	508	798	740	604	37	348	764	945	
607	82	821	236	489	444	180	2	106	568	
335	862	475	256	300	642	252	108	801	5	
434	671	896	333	616	905	398	831	579	365	
467	437	795	179	732	255	294	441	488	821	
207	246	232	588	247	935	339	631	219	445	
872	904	679	879	205	631	896	108	991	274	
168	459	899	254	558	447	677	557	884	813	
255	48	181	176	541	431	614	839	374	542	
220	596	293	306	295	953	440	189	134	175	
713	550	843	95	628	421	392	52	184	357	
874	136	177	947	964	118	13	558	655	616	
958	143	521	570	232	363	92	38	435	934	
345	786	106	450	260	335	957	145	258	843	
597	976	192	586	222	36	349	976	753	849	
67	210	147	153	242	589	744	330	886	807	
292	51	706	141	603	639	852	4	231	963	
507	653	147	909	79	402	862	398	895	174	
521	754	553	933	500	388	502	558	774	639	
803	298	84	443	551	120	756	653	130	367	
459	434	955	992	955	293	549	890	304	367	
251	584	661	198	129	393	315	618	45	902	
314	667	53	153	155	879	147	51	933	971	
846	446	686	607	347	589	493	135	700	722	
958	767	64	758	869	448	356	566	622	472	
79	419	548	358	620	306	281	310	755	246	
462	714	137	635	467	90	586	925	817	156	
940	168	38	752	606	1	497	710	872	28	
958	1	973	431	476	599	30	63	813	17	
961	234	182	641	146	157	552	746	504	159	
639	644	220	797	729	959	149	295	480	528	
631	883	827	114	557	473	986	919	661	559	
769	536	116	453	895	152	329	299	967	695	
630	130	558	366	268	777	182	823	822	841	
643	695	825	371	237	214	290	992	853	254	
432	993	971	194	732	633	215	57	455	487	
470	851	651	200	223	659	428	876	55	797	
984	824	930	35	797	565	467	955	857	958	
438	411	272	167	908	807	946	644	879	802	
835	672	326	915	487	408	474	570	285	927	
42	596	387	107	637	619	595	599	999	785	
108	250	453	142	956	480	644	984	661	112	
742	779	861	174	999	850	914	10	199	20	
270	128	737	722	480	537	179	855	651	442	
583	945	282	732	34	536	572	164	442	125	
637	108	550	949	469	913	224	870	173	478	
710	336	127	745	74	935	406	412	862	329	
174	199	172	163	620	716	901	393	985	747	
536	885	867	383	397	984	604	105	10	751	
199	732	903	719	609	872	653	788	237	243	
804	263	147	501	525	958	753	266	125	616	
369	893	964	177	733	211	732	659	593	334	
566	758	89	140	793	545	547	439	116	89	
669	757	318	521	170	579	836	643	241	358	
435	518	982	330	199	473	550	775	891	462	
5	248	834	947	866	590	285	597	85	973	
837	437	399	364	996	144	851	35	567	249	
572	184	143	818	856	387	985	732	859	11	
562	219	487	96	30	629	250	114	635	764	
680	833	394	689	282	759	390	44	343	764	
688	369	931	920	681	877	566	454	801	706	
830	767	88	927	767	956	108	676	121	496	
219	877	563	981	401	724	335	246	99	540	
646	261	597	387	661	959	369	231	768	756	
633	940	326	643	863	229	581	509	986	450	
288	201	764	640	46	672	979	983	501	649	
612	360	302	624	270	174	35	603	878	519	
198	654	663	698	908	687	469	403	978	500	
626	868	22	443	656	167	985	66	911	858	
188	777	537	105	401	780	349	626	555	677	
770	557	65	266	348	571	294	395	539	673	
853	503	418	573	987	119	93	976	781	315	
559	836	196	580	602	783	806	953	280	201	
583	686	419	35	728	618	416	408	134	479	
129	832	110	464	794	763	544	342	164	691	
913	243	481	125	790	531	655	578	230	271	
713	840	943	348	626	350	787	796	795	312	
540	404	646	920	502	389	156	662	980	438	
613	649	638	202	510	494	625	782	128	545	
695	391	566	514	385	833	542	473	155	954	
